avgSessionDuration,shortSessionRatio,reopenCount,interSessionGap,dailyTotalTime,sessionsPerDay,nightCount,trend,label,source,weight,intensityScore,frustrationScore
14.78,0.053,1.0,94.81,67.48,15.0,0.0,-1.79,Normal,synthetic,1.0,18.871000000000002,0.3271686645941257
68.4,0.027,1.0,45.36,500.0,19.0,5.0,109.82,Addicted,synthetic,1.0,165.30599999999998,0.11035938878702962
66.16,0.3,3.0,27.53,500.0,12.0,1.0,68.24,Addicted,synthetic,1.0,147.93599999999998,0.2263573440575682
21.19,0.264,3.0,276.4,70.35,13.0,2.0,-6.21,Normal,synthetic,1.0,22.683,0.28656582292002303
28.66,0.469,6.0,64.38,108.87,12.0,5.0,46.72,Frustrated,synthetic,1.0,52.254000000000005,0.35747594945110717
19.31,0.188,2.0,199.99,99.27,15.0,0.0,-2.53,Normal,synthetic,1.0,26.819,0.26612813197022017
47.28,0.68,2.0,38.89,25.97,2.0,4.0,16.85,Frustrated,synthetic,1.0,33.161,0.5293387482798342
42.9,0.726,3.0,6.82,10.0,1.0,2.0,26.04,Frustrated,synthetic,1.0,28.972,1.4917877924180079
84.98,0.166,3.0,17.34,500.0,15.0,5.0,49.09,Addicted,synthetic,1.0,153.719,0.270921262312963
33.79,0.54,6.0,39.53,97.61,11.0,4.0,20.88,Frustrated,synthetic,1.0,43.30200000000001,0.454080462499385
41.63,1.0,11.0,62.63,71.92,7.0,1.0,6.41,Frustrated,synthetic,1.0,33.959,0.6539233711081107
49.18,0.481,2.0,48.47,72.43,3.0,3.0,46.05,Frustrated,synthetic,1.0,50.973000000000006,0.36443983085459913
13.98,0.379,7.0,76.54,85.58,17.0,0.0,-3.97,Normal,synthetic,1.0,21.517,0.49903813444383377
49.56,0.338,6.0,175.28,150.0,18.0,0.0,2.1,Normal,synthetic,1.0,50.454,0.21089485930689947
58.59,0.467,6.0,104.83,150.0,14.0,5.0,-16.76,Normal,synthetic,1.0,53.408,0.26404523993502454
28.31,0.405,8.0,229.31,150.0,19.0,5.0,47.21,Normal,synthetic,1.0,60.487,0.2502644652860909
14.76,0.5,4.0,178.76,31.11,8.0,3.0,24.9,Normal,synthetic,1.0,22.596,0.4676545107628295
14.6,0.14,1.0,73.06,53.79,12.0,1.0,21.45,Normal,synthetic,1.0,24.033,0.36749939666806253
39.35,0.389,6.0,120.49,150.0,18.0,5.0,-17.77,Normal,synthetic,1.0,45.409000000000006,0.26184884423758215
49.48,0.082,1.0,204.21,146.39,7.0,1.0,27.13,Normal,synthetic,1.0,58.209,0.11482903714698461
54.06,0.237,0.0,293.32,35.26,2.0,3.0,-1.01,Normal,synthetic,1.0,31.373,0.14430259217957786
15.77,0.944,17.0,71.32,110.47,16.0,2.0,45.79,Frustrated,synthetic,1.0,44.139,0.6293893429515348
42.56,0.234,4.0,231.29,150.0,16.0,2.0,24.87,Normal,synthetic,1.0,56.485,0.16860135112926028
24.84,0.153,2.0,224.71,119.23,14.0,1.0,31.58,Normal,synthetic,1.0,44.256,0.19362804110209988
59.58,0.5,4.0,299.46,147.73,6.0,1.0,22.62,Normal,synthetic,1.0,61.164,0.24111861641990312
21.34,0.338,5.0,61.41,89.84,9.0,3.0,47.82,Frustrated,synthetic,1.0,43.849999999999994,0.3876133206797819
57.03,0.5,1.0,210.1,56.68,2.0,5.0,-12.44,Normal,synthetic,1.0,35.416000000000004,0.26434649139601724
118.71,0.286,1.0,47.32,497.02,6.0,5.0,62.89,Addicted,synthetic,1.0,170.755,0.13630003323741238
29.6,0.228,4.0,256.52,150.0,18.0,4.0,-10.72,Normal,synthetic,1.0,42.624,0.20435281074007203
22.5,0.323,6.0,230.41,125.99,19.0,4.0,-23.34,Normal,synthetic,1.0,31.196,0.29457918704698366
36.05,0.229,2.0,225.78,85.77,6.0,3.0,26.48,Normal,synthetic,1.0,42.518,0.20302745591954852
89.48,0.04,0.0,18.07,219.02,2.0,0.0,86.46,Addicted,synthetic,1.0,105.534,0.28345310940076657
47.83,0.823,16.0,37.05,250.0,16.0,5.0,17.61,Frustrated,synthetic,1.0,79.41499999999999,0.4576062413212657
23.0,0.609,3.0,70.69,13.8,2.0,2.0,49.48,Frustrated,synthetic,1.0,28.804,0.5584501531099899
85.92,0.046,1.0,44.02,427.83,4.0,3.0,136.22,Addicted,synthetic,1.0,163.8,0.12291236875821834
37.77,0.867,3.0,68.83,40.71,2.0,4.0,47.41,Frustrated,synthetic,1.0,41.473000000000006,0.530014548606123
36.65,0.736,3.0,27.83,19.11,1.0,3.0,29.32,Frustrated,synthetic,1.0,30.278,0.7758045169888844
33.74,0.353,5.0,218.19,150.0,17.0,2.0,43.15,Normal,synthetic,1.0,58.441,0.214508317048368
71.9,0.096,1.0,24.36,500.0,14.0,3.0,123.38,Addicted,synthetic,1.0,168.774,0.18458808679193733
27.31,0.5,8.0,73.59,150.0,17.0,5.0,-15.72,Normal,synthetic,1.0,41.208,0.38188200880600504
15.9,0.312,8.0,11.83,124.37,14.0,4.0,-9.78,Frustrated,synthetic,1.0,32.300000000000004,0.9311990052995995
39.75,0.786,13.0,45.67,177.07,13.0,4.0,32.43,Frustrated,synthetic,1.0,65.043,0.46851075427205113
68.5,0.277,2.0,47.11,479.52,8.0,0.0,76.29,Addicted,synthetic,1.0,146.191,0.16523975111471903
30.86,0.605,12.0,70.68,197.02,19.0,2.0,24.31,Frustrated,synthetic,1.0,61.041000000000004,0.37059395226251673
109.35,0.3,3.0,16.28,500.0,11.0,5.0,91.68,Addicted,synthetic,1.0,176.244,0.27872171144517194
59.24,0.024,1.0,18.64,166.71,1.0,0.0,39.47,Addicted,synthetic,1.0,68.879,0.40500360131638663
43.95,0.382,2.0,112.94,79.78,5.0,0.0,41.06,Normal,synthetic,1.0,45.854000000000006,0.2585598759431925
23.08,0.535,5.0,72.23,53.23,4.0,4.0,27.74,Frustrated,synthetic,1.0,32.2,0.5218751989952544
25.62,0.441,9.0,75.31,132.86,17.0,1.0,13.84,Frustrated,synthetic,1.0,41.97200000000001,0.3772979067985742
43.78,0.074,0.0,225.43,150.0,12.0,1.0,25.11,Normal,synthetic,1.0,56.045,0.10214319651461458
14.53,1.0,19.0,56.81,106.71,15.0,5.0,-3.43,Frustrated,synthetic,1.0,31.125,0.7763938642490886
26.63,0.569,2.0,57.28,15.17,1.0,2.0,19.27,Frustrated,synthetic,1.0,21.467,0.5890535099223206
111.91,0.3,3.0,6.33,500.0,12.0,2.0,61.21,Addicted,synthetic,1.0,165.127,0.5849410932171933
18.79,0.644,10.0,78.62,53.0,13.0,2.0,21.9,Frustrated,synthetic,1.0,26.686,0.5493708938729404
45.68,0.416,0.0,125.65,19.38,1.0,0.0,28.38,Normal,synthetic,1.0,30.662000000000003,0.23744283763690854
53.73,0.557,10.0,46.32,250.0,13.0,0.0,57.74,Frustrated,synthetic,1.0,88.814,0.3295414196486901
38.06,0.713,8.0,5.33,89.21,7.0,2.0,17.99,Frustrated,synthetic,1.0,40.463,1.5176490499157231
16.26,0.376,7.0,193.27,62.47,16.0,0.0,3.57,Normal,synthetic,1.0,20.069000000000003,0.41407640866806256
19.73,0.447,7.0,292.93,140.81,17.0,1.0,-17.35,Normal,synthetic,1.0,31.849000000000004,0.34979905094364744
49.33,0.059,1.0,4.68,500.0,11.0,1.0,100.25,Addicted,synthetic,1.0,150.80700000000002,0.7485259617552459
39.47,1.0,10.0,62.83,72.36,8.0,0.0,39.05,Frustrated,synthetic,1.0,41.975,0.5830089893142866
15.55,0.157,1.0,259.52,37.82,12.0,0.0,-8.03,Normal,synthetic,1.0,11.375,0.3146228751592445
18.16,0.923,16.0,33.85,122.01,17.0,5.0,51.42,Frustrated,synthetic,1.0,52.092,0.6552218991874703
115.11,0.3,1.0,23.25,215.29,1.0,3.0,108.92,Addicted,synthetic,1.0,124.77799999999999,0.28998443995947376
42.57,0.799,6.0,2.13,96.3,4.0,2.0,41.11,Frustrated,synthetic,1.0,50.62100000000001,2.5271007811955277
80.7,0.131,2.0,6.93,500.0,9.0,0.0,43.07,Addicted,synthetic,1.0,145.201,0.5692650748742571
28.5,0.625,8.0,28.74,84.14,11.0,5.0,11.4,Frustrated,synthetic,1.0,36.647999999999996,0.6029535974300615
10.88,0.452,6.0,70.61,26.15,6.0,4.0,-11.6,Frustrated,synthetic,1.0,10.102,0.7320250395674298
47.59,0.701,8.0,47.8,162.36,7.0,3.0,14.0,Frustrated,synthetic,1.0,58.708,0.4615958225854828
39.61,0.492,7.0,41.04,153.64,7.0,1.0,4.45,Frustrated,synthetic,1.0,48.907,0.4590560574043002
43.96,0.345,2.0,95.46,52.62,4.0,1.0,8.44,Normal,synthetic,1.0,31.64,0.29883613378981977
101.22,0.207,2.0,8.36,500.0,14.0,5.0,97.18,Addicted,synthetic,1.0,174.642,0.4393443175135132
23.07,0.404,0.0,276.07,10.0,1.0,0.0,10.83,Normal,synthetic,1.0,14.477,0.3002122099428942
11.72,0.5,6.0,287.36,55.75,12.0,2.0,-20.26,Normal,synthetic,1.0,11.760000000000002,0.5515855178444061
19.22,0.313,3.0,267.68,82.79,11.0,0.0,7.39,Normal,synthetic,1.0,26.463,0.3120224360264999
49.59,0.158,3.0,279.29,150.0,15.0,4.0,8.76,Normal,synthetic,1.0,56.464,0.13264670689740957
29.69,0.432,5.0,104.58,83.25,13.0,4.0,28.1,Normal,synthetic,1.0,40.956,0.3176020132251855
24.16,0.125,2.0,235.03,55.0,10.0,4.0,-25.98,Normal,synthetic,1.0,16.87,0.24083481128147208
44.78,0.478,4.0,271.86,150.0,9.0,2.0,47.65,Normal,synthetic,1.0,64.207,0.22613118210752226
77.03,0.3,6.0,54.89,500.0,19.0,5.0,67.1,Addicted,synthetic,1.0,155.942,0.1544042084676423
47.79,0.653,10.0,9.22,181.95,10.0,1.0,-7.51,Frustrated,synthetic,1.0,54.253,0.9535151835937914
54.64,0.176,2.0,60.78,150.0,8.0,1.0,0.85,Normal,synthetic,1.0,53.111000000000004,0.22193039799057948
10.4,0.846,18.0,59.25,129.69,18.0,3.0,-22.51,Frustrated,synthetic,1.0,26.345000000000002,0.7934037602813108
16.0,0.529,4.0,37.29,10.0,2.0,2.0,12.93,Frustrated,synthetic,1.0,14.279,0.8297898820425113
98.42,0.061,0.0,41.16,473.58,7.0,1.0,52.68,Addicted,synthetic,1.0,150.888,0.11908700468093332
59.68,0.154,2.0,214.67,150.0,13.0,0.0,8.58,Normal,synthetic,1.0,56.446,0.12448905159662665
17.57,0.91,18.0,37.19,125.1,16.0,2.0,37.43,Frustrated,synthetic,1.0,45.277,0.6935127666928099
84.1,0.076,2.0,10.86,500.0,19.0,1.0,57.72,Addicted,synthetic,1.0,151.95600000000002,0.3718005706032468
99.04,0.145,3.0,8.97,500.0,15.0,3.0,111.39,Addicted,synthetic,1.0,176.03300000000002,0.40982166388753677
29.57,0.452,5.0,70.27,19.43,3.0,5.0,-10.36,Frustrated,synthetic,1.0,17.606,0.5776565203844168
53.23,0.249,1.0,20.16,265.16,4.0,0.0,78.13,Addicted,synthetic,1.0,97.763,0.34055900423668617
12.84,0.496,8.0,58.11,107.02,15.0,5.0,28.27,Frustrated,synthetic,1.0,40.021,0.5226312148701987
64.36,0.3,3.0,35.76,500.0,9.0,3.0,46.46,Addicted,synthetic,1.0,142.68200000000002,0.2053033726691453
42.94,0.105,1.0,220.54,123.64,14.0,5.0,-12.35,Normal,synthetic,1.0,43.199,0.13006734396734235
35.95,0.492,4.0,18.69,18.15,1.0,2.0,-29.07,Frustrated,synthetic,1.0,11.289000000000001,1.067784250093735
20.14,0.893,17.0,46.71,76.85,16.0,3.0,5.54,Frustrated,synthetic,1.0,28.088,0.7115142897006115
33.62,0.023,1.0,163.83,96.15,7.0,4.0,37.67,Normal,synthetic,1.0,47.979000000000006,0.14141109063942442
109.22,0.203,4.0,17.75,500.0,16.0,2.0,84.95,Addicted,synthetic,1.0,171.173,0.25361419135307395
29.5,0.5,8.0,188.43,150.0,14.0,5.0,31.82,Normal,synthetic,1.0,56.346000000000004,0.2978036895373229
99.7,0.3,6.0,18.87,500.0,19.0,5.0,133.81,Addicted,synthetic,1.0,185.023,0.248398623825531
21.68,0.457,7.0,75.05,117.69,13.0,3.0,42.26,Frustrated,synthetic,1.0,47.888000000000005,0.38394547374922683
19.66,0.406,5.0,290.76,61.08,10.0,5.0,41.78,Normal,synthetic,1.0,37.614000000000004,0.33491845268877546
27.31,0.469,11.0,19.88,250.0,17.0,1.0,6.56,Frustrated,synthetic,1.0,63.891999999999996,0.5531644343081206
16.53,0.466,8.0,3.48,102.41,11.0,2.0,-6.88,Frustrated,synthetic,1.0,27.03,2.1701617357187213
33.19,0.476,2.0,59.27,19.28,1.0,0.0,35.41,Frustrated,synthetic,1.0,27.755000000000003,0.5084053848647906
49.79,0.551,11.0,25.45,206.49,14.0,4.0,-7.6,Frustrated,synthetic,1.0,62.934,0.48875259975091934
114.64,0.212,1.0,12.02,500.0,6.0,5.0,91.41,Addicted,synthetic,1.0,178.279,0.32536076777144174
106.52,0.028,1.0,17.67,500.0,7.0,0.0,54.74,Addicted,synthetic,1.0,159.03,0.23457553969850456
58.71,0.192,2.0,30.42,476.39,11.0,4.0,59.23,Addicted,synthetic,1.0,140.531,0.20196665124572424
37.05,0.075,1.0,112.73,140.88,15.0,2.0,-13.91,Normal,synthetic,1.0,40.823,0.16460548592427288
86.96,0.26,2.0,51.57,500.0,6.0,2.0,110.84,Addicted,synthetic,1.0,170.036,0.1421442450435483
24.25,0.71,9.0,20.99,66.61,8.0,3.0,10.26,Frustrated,synthetic,1.0,29.1,0.8223609617791781
49.41,0.5,9.0,230.23,150.0,18.0,3.0,7.55,Normal,synthetic,1.0,55.028999999999996,0.25307081970307366
57.24,0.221,1.0,227.24,150.0,8.0,4.0,12.19,Normal,synthetic,1.0,60.553,0.13208539891592616
36.41,0.662,9.0,9.75,145.78,8.0,2.0,46.73,Frustrated,synthetic,1.0,59.739000000000004,0.9195348917198111
112.26,0.048,0.0,8.92,500.0,12.0,0.0,60.96,Addicted,synthetic,1.0,163.192,0.40281675960250424
99.95,0.197,1.0,59.32,500.0,8.0,4.0,109.56,Addicted,synthetic,1.0,176.848,0.10712675967269367
59.51,0.217,0.0,54.98,146.92,1.0,4.0,97.72,Addicted,synthetic,1.0,86.504,0.17194805630807336
38.85,1.0,5.0,49.81,29.23,2.0,3.0,-5.35,Frustrated,synthetic,1.0,22.781,0.798593753208049
22.27,0.5,4.0,120.52,37.87,8.0,1.0,21.3,Normal,synthetic,1.0,23.872,0.4182341560316814
99.47,0.116,2.0,37.7,500.0,17.0,3.0,48.55,Addicted,synthetic,1.0,157.353,0.14028708991356895
41.33,0.369,7.0,9.29,250.0,14.0,2.0,-4.35,Frustrated,synthetic,1.0,67.227,0.7706867080425863
44.79,0.39,3.0,1.96,117.13,7.0,1.0,38.16,Frustrated,synthetic,1.0,53.79,2.391074644732002
76.57,0.243,1.0,34.6,176.64,1.0,1.0,126.72,Addicted,synthetic,1.0,104.97200000000001,0.25248092597664096
48.22,0.433,5.0,66.42,37.45,3.0,0.0,15.03,Frustrated,synthetic,1.0,31.287000000000003,0.48073435816960003
69.69,0.03,0.0,8.35,500.0,10.0,1.0,37.51,Addicted,synthetic,1.0,140.129,0.47333050418998546
64.01,0.208,1.0,43.93,396.01,5.0,2.0,129.13,Addicted,synthetic,1.0,145.54500000000002,0.15892433919147947
23.98,0.472,2.0,194.08,20.48,3.0,3.0,21.98,Normal,synthetic,1.0,23.282,0.3865845164756625
28.2,1.0,15.0,25.88,193.16,14.0,1.0,25.91,Frustrated,synthetic,1.0,58.685,0.6673662355570298
16.84,0.5,1.0,83.72,12.31,2.0,2.0,28.66,Normal,synthetic,1.0,19.796,0.48742678905125564
14.86,0.518,8.0,2.12,41.88,10.0,1.0,6.54,Frustrated,synthetic,1.0,17.282,3.2264879181516424
40.57,0.177,2.0,102.8,150.0,12.0,2.0,0.35,Normal,synthetic,1.0,48.333,0.19232509445729584
15.45,0.401,10.0,12.0,147.69,18.0,0.0,49.71,Frustrated,synthetic,1.0,50.631,0.8351567880120494
49.34,1.0,17.0,17.0,178.46,15.0,2.0,-3.08,Frustrated,synthetic,1.0,56.504000000000005,0.7651658933770965
35.84,0.924,12.0,54.38,103.71,12.0,3.0,37.81,Frustrated,synthetic,1.0,49.42100000000001,0.5335017304989256
86.9,0.3,6.0,3.79,500.0,19.0,4.0,110.05,Addicted,synthetic,1.0,171.775,0.8456219039073399
50.96,0.198,3.0,281.34,150.0,16.0,1.0,-5.17,Normal,synthetic,1.0,49.833,0.14482437228406342
87.11,0.208,2.0,30.4,442.92,5.0,1.0,103.09,Addicted,synthetic,1.0,155.35500000000002,0.19711217812577447
21.96,0.465,8.0,66.93,85.01,19.0,1.0,13.87,Normal,synthetic,1.0,30.947000000000003,0.4308433117858085
59.81,0.2,0.0,295.81,72.07,3.0,3.0,-12.46,Normal,synthetic,1.0,37.6,0.12316151310841736
49.16,0.055,0.0,13.13,422.23,9.0,1.0,120.37,Addicted,synthetic,1.0,141.221,0.3344273094370655
49.14,0.205,0.0,51.26,174.2,2.0,3.0,117.36,Addicted,synthetic,1.0,92.70400000000001,0.17792965536176616
98.38,0.131,1.0,11.45,500.0,9.0,5.0,54.93,Addicted,synthetic,1.0,160.83100000000002,0.34862129064344977
29.54,0.773,16.0,37.35,186.1,17.0,5.0,42.91,Frustrated,synthetic,1.0,66.90899999999999,0.5033040400577597
75.58,0.3,2.0,15.54,377.81,6.0,3.0,34.99,Addicted,synthetic,1.0,119.291,0.3734629955368185
75.38,0.086,1.0,59.2,500.0,17.0,3.0,41.92,Addicted,synthetic,1.0,145.728,0.10568343787343375
97.03,0.267,3.0,9.91,500.0,9.0,4.0,59.21,Addicted,synthetic,1.0,160.575,0.426304948557433
38.03,0.149,1.0,167.61,61.56,6.0,0.0,-2.02,Normal,synthetic,1.0,26.918000000000003,0.19108019322074568
32.25,0.414,3.0,264.92,79.97,6.0,4.0,-20.84,Normal,synthetic,1.0,26.642,0.30678632082523677
73.98,0.207,2.0,59.31,500.0,11.0,1.0,69.3,Addicted,synthetic,1.0,151.382,0.1292617905989272
46.52,0.429,4.0,51.53,208.58,9.0,4.0,49.75,Frustrated,synthetic,1.0,79.24900000000001,0.2815594470678477
32.1,0.93,4.0,14.2,76.49,4.0,0.0,37.08,Frustrated,synthetic,1.0,39.262,0.9078145210410997
47.77,0.195,2.0,168.73,150.0,8.0,4.0,-33.14,Normal,synthetic,1.0,43.166,0.17715741298275767
29.66,0.495,5.0,219.84,118.39,10.0,4.0,-6.78,Normal,synthetic,1.0,37.508,0.3199114865648003
17.87,0.181,0.0,120.55,29.37,4.0,5.0,4.29,Normal,synthetic,1.0,19.309,0.29972370321675856
83.55,0.121,2.0,12.8,500.0,13.0,0.0,84.61,Addicted,synthetic,1.0,158.803,0.3256795300587403
47.96,0.343,2.0,25.93,68.72,3.0,2.0,-3.82,Frustrated,synthetic,1.0,33.782,0.5031188292768621
43.2,0.493,8.0,138.99,150.0,17.0,5.0,9.94,Normal,synthetic,1.0,55.262,0.272681210005858
95.58,0.122,2.0,46.64,500.0,18.0,4.0,123.85,Addicted,synthetic,1.0,179.387,0.11277429320071106
51.47,0.246,2.0,179.37,91.44,6.0,1.0,32.43,Normal,synthetic,1.0,49.605000000000004,0.18376290092147782
44.63,0.107,2.0,87.61,150.0,14.0,4.0,-3.77,Normal,synthetic,1.0,50.721000000000004,0.1755776384610051
40.5,0.597,3.0,13.69,24.25,1.0,5.0,28.84,Frustrated,synthetic,1.0,34.702,0.9547525175410945
30.82,0.503,6.0,13.01,54.11,6.0,3.0,-0.9,Frustrated,synthetic,1.0,25.880000000000003,0.9429310043337356
24.13,0.43,6.0,72.54,140.67,12.0,3.0,57.42,Frustrated,synthetic,1.0,58.012,0.3404554180356447
17.64,0.809,16.0,13.67,76.31,15.0,4.0,18.13,Frustrated,synthetic,1.0,31.757,1.0469314973993689
26.77,0.243,1.0,169.36,58.06,6.0,4.0,25.73,Normal,synthetic,1.0,34.039,0.2360215944869913
38.63,0.227,4.0,69.0,150.0,15.0,0.0,36.82,Normal,synthetic,1.0,56.498000000000005,0.238495558404187
57.08,0.188,3.0,233.77,150.0,16.0,4.0,33.55,Normal,synthetic,1.0,66.89699999999999,0.12735970158747573
59.62,0.017,1.0,4.11,500.0,12.0,1.0,80.24,Addicted,synthetic,1.0,148.92000000000002,0.8212544597870105
111.8,0.08,1.0,11.67,500.0,11.0,1.0,114.93,Addicted,synthetic,1.0,180.199,0.31027721091460586
41.82,0.304,3.0,97.77,104.78,12.0,3.0,1.81,Normal,synthetic,1.0,41.227000000000004,0.2458548690722393
11.8,0.268,2.0,144.02,53.16,10.0,5.0,14.31,Normal,synthetic,1.0,24.645000000000003,0.41046142439068145
29.65,0.815,4.0,71.84,14.28,2.0,1.0,-2.41,Frustrated,synthetic,1.0,14.992999999999999,0.7128343300235426
36.22,0.395,9.0,52.74,250.0,18.0,0.0,22.77,Frustrated,synthetic,1.0,71.319,0.30734307117805665
100.43,0.067,1.0,17.14,500.0,19.0,5.0,79.5,Addicted,synthetic,1.0,169.022,0.23200852736507102
19.71,1.0,13.0,40.07,40.29,10.0,1.0,42.81,Frustrated,synthetic,1.0,29.785,0.7882218864414389
93.92,0.186,0.0,46.37,337.04,3.0,1.0,89.63,Addicted,synthetic,1.0,132.865,0.13670788843921844
28.63,1.0,6.0,15.13,22.79,2.0,3.0,3.77,Frustrated,synthetic,1.0,20.141,1.252662383992941
59.96,0.042,0.0,15.6,500.0,11.0,3.0,62.33,Addicted,synthetic,1.0,145.683,0.2778891646774418
19.37,0.228,1.0,159.86,51.16,8.0,2.0,23.23,Normal,synthetic,1.0,26.949,0.2840158547205675
98.34,0.091,0.0,50.42,464.65,4.0,2.0,105.65,Addicted,synthetic,1.0,165.961,0.10023748264979827
23.78,0.959,17.0,54.69,152.97,16.0,5.0,25.08,Frustrated,synthetic,1.0,52.63,0.5743536342859609
111.17,0.116,2.0,43.56,500.0,19.0,3.0,111.15,Addicted,synthetic,1.0,180.813,0.1141958085072135
141.1,0.067,1.0,18.66,500.0,5.0,3.0,122.01,Addicted,synthetic,1.0,196.043,0.20050449530196843
35.61,0.225,3.0,226.34,150.0,15.0,2.0,0.41,Normal,synthetic,1.0,46.367,0.18412397941166264
54.01,0.321,6.0,230.8,150.0,16.0,2.0,34.52,Normal,synthetic,1.0,63.96,0.18223525601739105
35.32,0.806,8.0,32.33,169.21,9.0,3.0,-17.74,Frustrated,synthetic,1.0,45.64800000000001,0.5851519839548833
100.31,0.3,5.0,51.0,500.0,16.0,2.0,58.2,Addicted,synthetic,1.0,159.584,0.15240307467277817
31.88,0.78,11.0,43.94,191.2,10.0,0.0,-22.0,Frustrated,synthetic,1.0,44.392,0.5659409214667324
52.03,0.084,1.0,44.76,500.0,19.0,4.0,91.55,Addicted,synthetic,1.0,152.277,0.13214065134075287
66.03,0.188,3.0,54.24,500.0,12.0,4.0,53.16,Addicted,synthetic,1.0,146.36,0.1431469634069164
58.91,0.155,1.0,9.51,331.33,4.0,1.0,79.63,Addicted,synthetic,1.0,114.71900000000001,0.5181151192070463
32.34,0.186,4.0,215.22,150.0,18.0,4.0,25.34,Normal,synthetic,1.0,54.538,0.17693412532587371
17.75,0.274,1.0,279.99,13.33,2.0,2.0,13.07,Normal,synthetic,1.0,15.687000000000001,0.35569117973943815
87.95,0.088,1.0,14.75,342.23,3.0,2.0,99.46,Addicted,synthetic,1.0,135.464,0.3230598812028817
60.3,0.174,2.0,33.7,500.0,10.0,1.0,77.91,Addicted,synthetic,1.0,148.493,0.1813736923037592
66.37,0.087,2.0,17.08,500.0,16.0,4.0,71.46,Addicted,synthetic,1.0,151.986,0.26447912397057843
53.48,0.252,3.0,28.46,463.56,8.0,2.0,115.33,Addicted,synthetic,1.0,150.703,0.22645577384140067
113.6,0.125,3.0,33.77,500.0,18.0,1.0,45.08,Addicted,synthetic,1.0,159.964,0.1530355040978841
96.2,0.008,0.0,2.95,423.91,4.0,0.0,31.36,Addicted,synthetic,1.0,132.67000000000002,1.1069746133986929
50.14,0.186,3.0,158.61,150.0,17.0,5.0,4.45,Normal,synthetic,1.0,56.391000000000005,0.15301565274036447
26.39,0.324,3.0,187.38,136.45,11.0,3.0,30.83,Normal,synthetic,1.0,50.095,0.24152895951452796
88.47,0.007,0.0,7.77,500.0,9.0,3.0,20.94,Addicted,synthetic,1.0,144.67000000000002,0.4853102458198122
43.16,0.911,18.0,29.9,250.0,17.0,3.0,41.58,Frustrated,synthetic,1.0,82.738,0.5105967590835969
52.99,0.5,5.0,179.62,150.0,10.0,5.0,-1.04,Normal,synthetic,1.0,55.884,0.25362560579370325
23.09,0.443,0.0,79.78,10.0,1.0,2.0,40.92,Normal,synthetic,1.0,25.512,0.3544577568154604
26.13,0.134,2.0,214.85,84.2,9.0,3.0,10.05,Normal,synthetic,1.0,33.307,0.2105416287761588
75.9,0.068,1.0,26.03,500.0,10.0,4.0,97.02,Addicted,synthetic,1.0,163.466,0.17609738157474975
38.5,0.311,6.0,18.72,250.0,16.0,1.0,0.01,Frustrated,synthetic,1.0,66.403,0.47343103763733707
49.7,0.068,0.0,22.25,269.56,6.0,0.0,124.9,Addicted,synthetic,1.0,111.262,0.25220010716199254
67.7,0.183,3.0,45.15,500.0,12.0,4.0,90.29,Addicted,synthetic,1.0,158.167,0.1491719440937377
10.14,0.776,14.0,4.35,55.11,18.0,2.0,-13.06,Frustrated,synthetic,1.0,13.16,2.339336980245982
114.94,0.088,1.0,13.7,480.41,4.0,3.0,129.97,Addicted,synthetic,1.0,184.049,0.2765623933209071
51.6,0.417,6.0,60.72,150.0,14.0,3.0,1.86,Normal,synthetic,1.0,54.198,0.30092326902630734
56.44,0.348,4.0,229.27,150.0,13.0,4.0,-1.85,Normal,synthetic,1.0,56.021,0.18715943441533456
54.06,0.045,0.0,2.82,186.49,2.0,0.0,72.8,Addicted,synthetic,1.0,80.762,1.4971061768855538
76.89,0.093,0.0,55.67,377.39,4.0,1.0,54.1,Addicted,synthetic,1.0,123.464,0.11651303229227773
21.08,0.26,4.0,177.11,96.13,12.0,3.0,3.76,Normal,synthetic,1.0,31.786,0.2958151554126785
48.95,0.229,3.0,10.93,500.0,12.0,1.0,57.17,Addicted,synthetic,1.0,137.731,0.4394071002701502
42.64,0.367,8.0,9.36,168.55,15.0,3.0,23.78,Frustrated,synthetic,1.0,60.900000000000006,0.7988564286297478
98.01,0.164,1.0,4.75,500.0,11.0,2.0,97.22,Addicted,synthetic,1.0,170.37,0.6855779343304789
47.89,0.159,1.0,138.2,87.15,4.0,2.0,11.39,Normal,synthetic,1.0,42.00300000000001,0.17556347599422562
50.98,0.35,2.0,236.72,121.53,8.0,0.0,13.19,Normal,synthetic,1.0,48.655,0.19236716897052045
117.8,0.174,1.0,29.63,468.14,4.0,2.0,66.51,Addicted,synthetic,1.0,162.70100000000002,0.17550269831367243
99.43,0.084,1.0,20.3,500.0,10.0,3.0,87.24,Addicted,synthetic,1.0,168.94400000000002,0.20706694430449168
36.24,0.696,9.0,69.94,185.3,9.0,4.0,51.57,Frustrated,synthetic,1.0,71.027,0.3929061380374563
62.55,0.125,1.0,41.94,500.0,14.0,4.0,36.12,Addicted,synthetic,1.0,139.856,0.14713369310349722
75.34,0.003,1.0,13.27,500.0,19.0,1.0,83.22,Addicted,synthetic,1.0,156.102,0.29840376821950476
25.98,0.598,4.0,56.35,73.09,5.0,2.0,9.54,Frustrated,synthetic,1.0,29.872000000000003,0.5122422219589751
44.66,0.358,3.0,200.62,83.26,6.0,1.0,10.18,Normal,synthetic,1.0,38.57,0.25129289863686954
