avgSessionDuration,shortSessionRatio,reopenCount,interSessionGap,dailyTotalTime,sessionsPerDay,nightCount,trend,label,source,weight
19.05,0.66,11,227.18,117.55,14,4,17.18,Normal,synthetic,1.0
14.7,0.387,1,74.24,238.99,5,0,-10.49,Normal,synthetic,1.0
53.9,0.034,2,10.2,302.39,10,4,50.32,Addicted,synthetic,1.0
22.01,0.591,3,81.06,72.81,5,4,-9.33,Frustrated,synthetic,1.0
59.71,0.222,2,77.08,294.63,4,2,46.67,Addicted,synthetic,1.0
25.46,0.779,12,78.67,174.4,13,3,8.78,Frustrated,synthetic,1.0
44.64,0.745,4,64.65,98.0,4,1,30.75,Frustrated,synthetic,1.0
106.44,0.143,0,7.88,149.67,5,0,18.42,Addicted,synthetic,1.0
91.33,0.141,1,110.51,60.0,1,2,4.78,Addicted,synthetic,1.0
35.0,0.437,8,10.0,148.82,14,1,32.84,Normal,synthetic,1.0
68.24,0.726,13,145.44,177.64,13,2,36.24,Frustrated,synthetic,1.0
66.43,0.307,5,101.22,150.94,12,1,-20.0,Addicted,synthetic,1.0
60.3,0.57,6,155.24,147.64,10,3,17.45,Normal,synthetic,1.0
10.0,0.832,2,143.13,30.0,2,0,3.32,Frustrated,synthetic,1.0
37.91,0.545,8,56.52,176.37,12,2,13.9,Normal,synthetic,1.0
13.24,0.65,8,149.49,148.14,13,4,20.01,Normal,synthetic,1.0
15.0,0.116,1,5.0,197.99,5,4,76.71,Addicted,synthetic,1.0
32.61,0.505,6,142.12,131.81,10,1,-2.46,Normal,synthetic,1.0
51.77,0.511,5,74.58,118.04,8,1,24.01,Normal,synthetic,1.0
10.0,0.748,11,117.11,198.93,10,0,32.23,Frustrated,synthetic,1.0
44.3,0.516,5,111.48,42.94,6,1,15.7,Normal,synthetic,1.0
14.08,0.454,1,85.01,107.35,1,0,41.87,Frustrated,synthetic,1.0
39.03,0.358,2,130.62,328.51,4,1,47.82,Addicted,synthetic,1.0
37.6,0.299,3,87.36,159.36,12,3,42.48,Addicted,synthetic,1.0
10.0,0.464,10,174.02,192.47,14,4,36.6,Frustrated,synthetic,1.0
17.59,0.487,2,29.48,145.49,2,4,-20.65,Normal,synthetic,1.0
48.72,0.194,3,117.66,30.0,9,1,54.71,Normal,synthetic,1.0
109.71,0.214,0,118.93,134.16,1,4,119.82,Addicted,synthetic,1.0
81.75,0.29,1,5.0,334.41,2,0,21.7,Addicted,synthetic,1.0
10.0,0.171,0,158.64,64.46,1,1,10.67,Normal,synthetic,1.0
62.76,0.158,4,124.1,350.72,14,1,24.95,Addicted,synthetic,1.0
59.99,0.721,14,87.7,187.54,14,2,-2.1,Frustrated,synthetic,1.0
73.1,0.295,6,26.28,427.39,14,1,-14.61,Addicted,synthetic,1.0
64.63,0.313,4,136.68,58.7,9,1,-10.45,Normal,synthetic,1.0
46.25,0.117,1,134.87,134.35,12,4,19.64,Addicted,synthetic,1.0
91.77,0.133,1,130.85,259.79,3,1,62.08,Addicted,synthetic,1.0
41.5,0.734,9,165.71,193.33,7,0,-40.0,Frustrated,synthetic,1.0
77.18,0.131,1,112.13,184.5,4,2,69.53,Addicted,synthetic,1.0
20.85,0.287,3,209.02,121.71,13,3,8.97,Normal,synthetic,1.0
84.33,0.046,1,8.1,91.12,9,2,61.84,Addicted,synthetic,1.0
13.98,0.111,1,59.49,164.83,8,4,-18.42,Normal,synthetic,1.0
10.0,0.658,1,148.99,73.0,2,4,34.62,Normal,synthetic,1.0
68.27,0.173,3,46.81,60.0,7,3,55.19,Addicted,synthetic,1.0
68.11,0.258,2,5.0,296.8,1,3,27.47,Addicted,synthetic,1.0
51.94,0.336,2,75.18,294.68,4,0,53.25,Frustrated,synthetic,1.0
44.93,0.271,3,69.05,195.91,8,3,19.06,Normal,synthetic,1.0
67.09,0.248,3,119.85,87.02,9,1,14.96,Normal,synthetic,1.0
33.24,0.514,5,144.06,84.98,6,4,-25.11,Normal,synthetic,1.0
28.45,0.593,3,94.32,81.28,4,4,11.77,Frustrated,synthetic,1.0
66.2,0.23,1,152.96,138.58,1,1,51.86,Normal,synthetic,1.0
15.0,0.563,1,96.59,60.0,1,4,96.2,Addicted,synthetic,1.0
18.51,0.402,0,104.06,50.4,2,0,22.99,Normal,synthetic,1.0
38.01,0.762,2,213.48,76.0,1,2,-16.51,Normal,synthetic,1.0
10.27,0.434,8,56.76,174.88,12,0,-21.06,Frustrated,synthetic,1.0
10.0,0.541,3,187.52,37.15,2,1,35.14,Normal,synthetic,1.0
80.73,0.32,5,88.29,218.31,14,1,72.3,Addicted,synthetic,1.0
56.56,0.641,7,120.5,105.12,10,0,16.03,Frustrated,synthetic,1.0
93.36,0.378,3,74.03,139.92,9,2,130.0,Addicted,synthetic,1.0
24.62,0.604,2,86.02,45.35,2,2,19.92,Frustrated,synthetic,1.0
81.08,0.426,7,34.55,261.29,14,1,59.58,Addicted,synthetic,1.0
72.27,0.569,8,107.33,179.49,11,2,54.31,Frustrated,synthetic,1.0
31.65,0.129,1,124.8,316.36,5,2,-20.0,Addicted,synthetic,1.0
15.0,0.479,2,68.17,159.18,3,1,22.07,Addicted,synthetic,1.0
11.49,0.66,6,128.1,150.92,9,1,-21.58,Frustrated,synthetic,1.0
27.14,0.186,3,10.0,174.02,8,2,22.01,Normal,synthetic,1.0
69.89,0.117,1,43.38,313.93,2,2,66.35,Addicted,synthetic,1.0
51.04,0.342,3,163.84,134.52,5,0,-15.05,Normal,synthetic,1.0
42.96,0.468,5,36.06,184.33,12,2,28.67,Normal,synthetic,1.0
55.21,0.385,3,218.12,144.92,6,1,48.33,Normal,synthetic,1.0
16.41,0.548,9,90.19,77.47,14,0,21.81,Frustrated,synthetic,1.0
59.29,0.109,0,44.95,334.29,8,0,60.3,Addicted,synthetic,1.0
10.0,0.582,6,131.13,96.02,11,2,-35.0,Normal,synthetic,1.0
51.99,0.504,0,5.0,335.06,1,1,47.81,Addicted,synthetic,1.0
43.0,0.714,10,104.73,172.29,12,3,56.35,Frustrated,synthetic,1.0
40.23,0.634,10,180.51,112.05,13,0,54.16,Normal,synthetic,1.0
51.15,0.388,6,128.44,155.67,7,3,7.12,Frustrated,synthetic,1.0
13.13,0.517,8,147.61,97.21,13,3,-14.33,Normal,synthetic,1.0
10.0,0.589,7,105.14,155.78,10,2,13.02,Frustrated,synthetic,1.0
45.13,0.602,12,130.87,104.33,14,1,5.97,Frustrated,synthetic,1.0
60.42,0.264,7,181.47,80.23,13,4,13.05,Frustrated,synthetic,1.0
62.75,0.293,0,27.79,412.04,3,0,51.99,Addicted,synthetic,1.0
30.25,0.596,10,259.87,140.58,14,4,13.51,Normal,synthetic,1.0
22.52,0.653,9,207.64,96.73,13,1,-10.55,Normal,synthetic,1.0
89.28,0.324,2,80.21,125.09,8,2,40.05,Addicted,synthetic,1.0
10.0,0.706,9,89.18,108.96,12,4,57.21,Frustrated,synthetic,1.0
67.79,0.358,4,5.0,198.17,9,1,10.78,Addicted,synthetic,1.0
51.45,0.208,2,92.43,66.84,8,3,15.31,Normal,synthetic,1.0
86.79,0.452,5,10.0,154.57,11,0,13.62,Normal,synthetic,1.0
20.36,0.558,4,29.89,67.78,1,4,3.48,Frustrated,synthetic,1.0
56.94,0.422,1,212.05,65.81,3,0,25.53,Normal,synthetic,1.0
37.18,0.482,6,195.87,111.41,13,2,10.91,Normal,synthetic,1.0
10.1,0.346,3,48.26,38.29,2,0,3.23,Frustrated,synthetic,1.0
38.94,0.647,1,69.3,123.87,3,1,85.16,Addicted,synthetic,1.0
18.65,0.475,4,5.0,65.29,5,3,23.84,Frustrated,synthetic,1.0
23.03,0.793,13,86.98,118.77,12,3,34.7,Frustrated,synthetic,1.0
31.08,0.282,1,80.4,139.74,6,2,11.61,Addicted,synthetic,1.0
57.25,0.653,8,166.16,129.59,13,2,43.23,Normal,synthetic,1.0
26.14,0.232,5,37.57,267.47,13,1,98.23,Addicted,synthetic,1.0
108.34,0.255,3,106.31,291.1,10,0,54.49,Addicted,synthetic,1.0
47.68,0.762,7,115.69,56.52,6,3,2.73,Frustrated,synthetic,1.0
33.06,0.348,5,90.0,154.01,14,0,-14.75,Normal,synthetic,1.0
38.0,0.235,2,39.43,164.49,4,3,48.07,Addicted,synthetic,1.0
48.85,0.688,6,56.57,117.75,5,3,-25.96,Frustrated,synthetic,1.0
40.55,0.322,3,141.72,143.3,10,3,31.65,Normal,synthetic,1.0
18.55,0.447,1,49.68,46.99,2,1,-15.67,Frustrated,synthetic,1.0
51.6,0.544,3,92.48,213.09,4,3,19.57,Frustrated,synthetic,1.0
46.91,0.301,3,182.45,149.79,7,2,6.12,Normal,synthetic,1.0
61.27,0.174,1,185.17,78.38,4,2,-9.91,Normal,synthetic,1.0
10.0,0.373,6,114.95,103.7,14,4,-18.96,Frustrated,synthetic,1.0
10.0,0.764,8,50.05,149.92,9,3,2.06,Frustrated,synthetic,1.0
24.9,0.733,12,97.87,151.9,12,2,-5.76,Frustrated,synthetic,1.0
66.15,0.189,1,134.89,351.68,4,4,-20.0,Addicted,synthetic,1.0
59.29,0.309,1,5.74,207.64,1,3,45.97,Addicted,synthetic,1.0
18.03,0.724,12,50.76,30.0,14,3,18.15,Frustrated,synthetic,1.0
16.44,0.564,5,290.8,106.92,6,1,27.02,Normal,synthetic,1.0
85.22,0.099,3,163.41,277.08,13,2,-4.71,Addicted,synthetic,1.0
30.94,0.745,9,184.35,154.19,12,2,22.38,Frustrated,synthetic,1.0
54.29,0.539,6,211.4,124.15,8,0,-27.22,Frustrated,synthetic,1.0
50.62,0.03,2,21.99,127.9,14,3,80.78,Addicted,synthetic,1.0
15.0,0.114,3,37.72,335.89,14,2,42.88,Addicted,synthetic,1.0
10.0,0.451,1,173.61,132.99,1,2,16.32,Normal,synthetic,1.0
42.24,0.572,3,104.11,155.83,2,0,14.51,Normal,synthetic,1.0
10.0,0.127,3,260.92,30.0,10,2,-3.05,Normal,synthetic,1.0
45.1,0.456,8,5.0,114.63,12,2,4.09,Frustrated,synthetic,1.0
92.5,0.059,1,116.22,236.09,9,4,31.97,Addicted,synthetic,1.0
53.11,0.386,5,109.89,159.15,12,0,8.75,Normal,synthetic,1.0
17.94,0.108,2,113.44,360.54,5,2,-20.0,Addicted,synthetic,1.0
12.09,0.853,4,72.43,120.89,3,0,-11.36,Frustrated,synthetic,1.0
45.17,0.363,1,196.88,79.34,4,4,-35.0,Normal,synthetic,1.0
49.54,0.525,4,206.78,132.09,6,0,22.01,Addicted,synthetic,1.0
66.07,0.424,3,206.62,86.63,3,1,32.99,Normal,synthetic,1.0
17.24,0.133,1,236.93,105.84,3,1,-14.67,Normal,synthetic,1.0
70.25,0.649,3,59.34,103.05,5,3,69.7,Normal,synthetic,1.0
13.11,0.56,3,117.94,91.48,4,1,61.22,Normal,synthetic,1.0
38.6,0.335,1,143.24,213.79,3,2,28.77,Normal,synthetic,1.0
15.16,0.473,3,244.52,114.05,6,2,23.76,Normal,synthetic,1.0
54.23,0.497,1,37.56,241.85,4,4,51.68,Addicted,synthetic,1.0
15.66,0.811,14,188.79,30.0,14,0,-33.2,Frustrated,synthetic,1.0
32.31,0.308,4,182.59,113.96,14,3,41.35,Normal,synthetic,1.0
59.23,0.808,13,57.83,116.97,12,1,-40.0,Frustrated,synthetic,1.0
95.0,0.312,1,170.99,107.36,3,1,67.68,Normal,synthetic,1.0
10.0,0.649,6,82.4,87.03,6,2,25.58,Frustrated,synthetic,1.0
73.34,0.186,1,26.79,60.0,1,2,20.39,Addicted,synthetic,1.0
51.65,0.166,2,147.59,117.9,8,4,57.16,Normal,synthetic,1.0
76.34,0.678,6,79.79,272.35,9,0,23.24,Addicted,synthetic,1.0
38.76,0.322,0,97.91,385.17,3,0,12.35,Addicted,synthetic,1.0
60.52,0.547,8,90.12,223.54,13,3,14.52,Addicted,synthetic,1.0
71.38,0.573,6,123.1,158.35,10,2,48.85,Frustrated,synthetic,1.0
51.99,0.541,5,37.73,162.35,2,3,-3.68,Frustrated,synthetic,1.0
84.38,0.174,3,127.89,165.71,7,1,34.85,Addicted,synthetic,1.0
59.33,0.314,1,141.67,334.56,1,1,47.04,Addicted,synthetic,1.0
10.0,0.808,5,102.77,185.18,4,4,41.68,Frustrated,synthetic,1.0
73.77,0.535,5,42.0,272.77,6,1,45.23,Addicted,synthetic,1.0
45.83,0.673,5,123.28,135.36,7,1,38.25,Frustrated,synthetic,1.0
22.68,0.384,1,110.76,65.96,2,0,42.15,Normal,synthetic,1.0
67.77,0.266,4,59.77,317.19,12,2,91.64,Addicted,synthetic,1.0
41.07,0.104,1,45.41,60.0,14,1,31.68,Addicted,synthetic,1.0
43.62,0.308,6,132.25,150.91,13,1,-7.02,Normal,synthetic,1.0
64.52,0.516,1,129.9,98.5,2,2,-7.1,Normal,synthetic,1.0
31.26,0.214,2,127.46,215.54,7,1,5.56,Addicted,synthetic,1.0
64.3,0.569,8,181.14,129.92,14,4,17.23,Normal,synthetic,1.0
24.84,0.402,5,60.34,104.58,12,1,37.09,Addicted,synthetic,1.0
31.34,0.515,8,72.32,50.32,12,3,-21.66,Normal,synthetic,1.0
50.71,0.533,7,146.9,153.45,12,1,6.25,Normal,synthetic,1.0
64.45,0.263,3,92.3,395.02,12,4,-0.37,Addicted,synthetic,1.0
62.27,0.292,4,76.12,255.16,11,4,31.55,Addicted,synthetic,1.0
10.0,0.627,3,158.44,240.08,6,2,-14.37,Normal,synthetic,1.0
96.74,0.418,4,167.07,265.64,6,2,-20.0,Addicted,synthetic,1.0
28.42,0.545,7,75.84,30.0,8,0,44.17,Frustrated,synthetic,1.0
21.38,0.499,6,158.71,173.42,13,1,10.45,Normal,synthetic,1.0
42.57,0.191,1,105.59,223.49,9,3,82.89,Addicted,synthetic,1.0
35.24,0.565,10,69.89,151.88,14,0,21.09,Frustrated,synthetic,1.0
19.5,0.194,4,135.94,38.2,1,2,-17.77,Frustrated,synthetic,1.0
33.07,0.448,6,171.77,135.68,11,2,-0.71,Normal,synthetic,1.0
26.84,0.85,5,129.78,138.36,5,3,38.12,Normal,synthetic,1.0
28.63,0.522,6,5.0,108.84,7,4,2.1,Frustrated,synthetic,1.0
47.92,0.364,2,10.0,128.49,7,4,-13.49,Normal,synthetic,1.0
45.04,0.574,7,97.5,162.62,10,2,15.19,Frustrated,synthetic,1.0
44.95,0.767,3,97.5,121.66,4,4,10.82,Normal,synthetic,1.0
47.29,0.792,14,48.17,30.0,14,0,23.4,Frustrated,synthetic,1.0
47.4,0.688,9,101.42,193.13,12,0,-23.74,Frustrated,synthetic,1.0
53.07,0.558,10,132.7,170.75,12,3,-18.14,Frustrated,synthetic,1.0
17.83,0.422,6,165.62,89.01,8,4,9.83,Frustrated,synthetic,1.0
29.73,0.359,2,138.24,53.52,8,4,23.95,Normal,synthetic,1.0
28.97,0.739,7,91.11,82.13,6,1,17.6,Frustrated,synthetic,1.0
48.33,0.236,0,39.51,305.17,1,3,-6.76,Addicted,synthetic,1.0
10.0,0.418,7,123.8,212.78,12,4,23.41,Frustrated,synthetic,1.0
14.83,0.286,2,80.97,221.83,4,4,46.51,Normal,synthetic,1.0
60.88,0.326,1,61.56,69.4,3,2,-20.27,Normal,synthetic,1.0
10.0,0.701,4,147.64,114.34,2,4,-13.23,Frustrated,synthetic,1.0
31.65,0.656,11,40.84,70.8,11,1,-10.6,Frustrated,synthetic,1.0
31.86,0.643,6,77.95,212.81,9,0,-17.09,Normal,synthetic,1.0
18.62,0.74,4,69.53,77.21,2,4,47.02,Frustrated,synthetic,1.0
44.49,0.253,2,47.35,268.41,3,4,40.83,Addicted,synthetic,1.0
25.81,0.294,3,83.79,361.78,7,2,21.52,Addicted,synthetic,1.0
51.68,0.876,11,93.31,158.4,12,2,9.84,Frustrated,synthetic,1.0
10.0,0.635,7,55.75,41.48,10,2,4.73,Normal,synthetic,1.0
42.67,0.454,6,162.3,156.07,7,3,7.59,Frustrated,synthetic,1.0
55.97,0.234,3,91.17,265.37,9,3,-8.1,Addicted,synthetic,1.0
81.73,0.135,0,120.93,121.3,4,2,62.33,Addicted,synthetic,1.0
23.89,0.257,4,103.67,203.94,8,1,34.5,Frustrated,synthetic,1.0
32.72,0.141,0,77.37,56.83,7,3,28.02,Normal,synthetic,1.0
14.5,0.181,1,294.26,145.67,6,1,40.86,Normal,synthetic,1.0
49.08,0.242,6,133.68,55.03,12,3,-22.68,Frustrated,synthetic,1.0
25.19,0.596,6,108.9,134.46,9,0,17.93,Frustrated,synthetic,1.0
15.0,0.259,3,85.28,167.75,11,0,-15.19,Addicted,synthetic,1.0
56.6,0.563,5,71.91,30.0,7,4,5.53,Frustrated,synthetic,1.0
27.8,0.171,1,209.73,203.79,6,2,20.3,Normal,synthetic,1.0
32.01,0.613,7,130.98,93.61,12,1,-35.0,Normal,synthetic,1.0
37.26,0.282,3,154.37,291.72,11,4,44.97,Addicted,synthetic,1.0
10.0,0.385,5,26.58,30.0,9,0,-2.14,Normal,synthetic,1.0
15.41,0.422,3,209.21,87.16,3,3,42.05,Normal,synthetic,1.0
25.2,0.421,5,131.83,157.65,8,4,28.66,Normal,synthetic,1.0
38.55,0.65,9,5.0,344.37,13,2,105.03,Addicted,synthetic,1.0
59.67,0.164,2,19.12,278.15,11,4,68.68,Addicted,synthetic,1.0
18.69,0.19,2,13.12,303.02,6,1,-20.0,Addicted,synthetic,1.0
51.89,0.814,9,88.97,179.65,12,4,35.76,Normal,synthetic,1.0
19.35,0.362,0,96.24,98.93,1,3,45.55,Normal,synthetic,1.0
71.5,0.262,5,37.26,421.2,12,4,16.28,Addicted,synthetic,1.0
21.65,0.221,4,125.74,135.25,12,2,1.43,Normal,synthetic,1.0
23.81,0.426,3,5.0,276.97,1,1,12.51,Frustrated,synthetic,1.0
43.0,0.582,10,78.82,54.9,14,1,64.95,Normal,synthetic,1.0
30.69,0.251,1,43.48,200.3,3,2,59.27,Frustrated,synthetic,1.0
14.69,0.561,4,36.01,158.16,6,2,-20.66,Frustrated,synthetic,1.0
25.85,0.878,13,48.62,310.62,14,4,2.72,Frustrated,synthetic,1.0
98.03,0.167,3,123.55,373.09,8,4,33.15,Addicted,synthetic,1.0
19.92,0.509,3,63.83,74.54,4,2,-11.54,Normal,synthetic,1.0
42.57,0.594,3,259.99,158.37,4,3,16.95,Normal,synthetic,1.0
26.73,0.685,2,50.04,207.07,1,0,36.54,Frustrated,synthetic,1.0
45.8,0.247,2,92.76,88.39,11,2,25.93,Normal,synthetic,1.0
10.0,0.491,7,175.62,184.7,13,0,-40.0,Frustrated,synthetic,1.0
67.62,0.416,7,90.6,133.86,10,3,24.67,Frustrated,synthetic,1.0
33.49,0.781,8,55.24,151.54,8,1,63.26,Frustrated,synthetic,1.0
38.55,0.451,3,107.25,79.57,7,1,29.99,Normal,synthetic,1.0
84.38,0.296,2,25.21,328.06,6,3,58.05,Addicted,synthetic,1.0
37.53,0.376,8,42.78,30.0,11,0,28.37,Frustrated,synthetic,1.0
53.23,0.807,7,73.93,215.36,6,1,-20.08,Frustrated,synthetic,1.0
76.69,0.16,4,113.26,211.64,13,4,70.53,Addicted,synthetic,1.0
66.47,0.166,3,122.71,291.24,14,0,76.8,Addicted,synthetic,1.0
74.75,0.557,2,56.25,246.15,4,1,128.91,Addicted,synthetic,1.0
55.88,0.394,3,154.26,106.06,10,4,32.18,Normal,synthetic,1.0
20.14,0.841,1,86.08,118.91,1,4,14.02,Normal,synthetic,1.0
21.81,0.114,1,49.68,195.71,9,3,101.91,Addicted,synthetic,1.0
75.69,0.296,2,75.13,168.1,5,2,46.59,Normal,synthetic,1.0
80.84,0.238,6,117.57,113.75,13,0,-35.29,Frustrated,synthetic,1.0
34.98,0.729,6,49.06,111.81,5,2,24.17,Frustrated,synthetic,1.0
38.75,0.648,11,73.96,98.3,11,1,-14.63,Frustrated,synthetic,1.0
80.33,0.301,2,38.07,242.81,4,1,69.27,Addicted,synthetic,1.0
35.29,0.778,10,125.2,91.59,8,2,-8.07,Frustrated,synthetic,1.0
63.06,0.48,1,152.61,185.98,4,0,21.96,Addicted,synthetic,1.0
30.03,0.628,5,55.58,44.5,3,0,-40.0,Frustrated,synthetic,1.0
73.84,0.419,2,75.43,167.86,7,0,56.65,Addicted,synthetic,1.0
42.85,0.06,2,108.44,131.57,12,1,-13.92,Normal,synthetic,1.0
45.23,0.192,2,15.17,297.21,14,2,62.93,Addicted,synthetic,1.0
43.95,0.267,2,26.3,235.97,4,2,13.73,Addicted,synthetic,1.0
26.46,0.546,9,35.33,240.65,13,0,10.91,Frustrated,synthetic,1.0
30.15,0.691,7,160.47,100.26,7,4,48.77,Frustrated,synthetic,1.0
31.71,0.121,0,40.32,235.07,6,2,-20.0,Addicted,synthetic,1.0
72.27,0.399,7,100.78,220.79,14,4,28.55,Addicted,synthetic,1.0
34.96,0.438,5,219.02,64.27,8,2,-14.32,Frustrated,synthetic,1.0
41.43,0.159,1,177.77,143.03,2,4,18.16,Normal,synthetic,1.0
130.0,0.148,2,9.02,275.4,11,3,36.35,Addicted,synthetic,1.0
25.92,0.602,7,34.51,214.2,10,0,62.33,Addicted,synthetic,1.0
23.23,0.294,1,136.96,189.34,3,3,54.63,Normal,synthetic,1.0
66.3,0.205,6,59.55,36.75,14,0,37.35,Frustrated,synthetic,1.0
79.48,0.354,1,59.4,366.99,3,4,29.83,Addicted,synthetic,1.0
34.44,0.338,4,54.05,68.63,8,2,30.73,Normal,synthetic,1.0
21.98,0.275,2,202.82,170.72,2,2,32.63,Frustrated,synthetic,1.0
41.02,0.264,2,79.93,178.64,11,4,-1.83,Normal,synthetic,1.0
10.0,0.397,3,90.92,34.63,6,2,-3.33,Frustrated,synthetic,1.0
42.32,0.536,11,57.51,97.6,14,2,1.15,Frustrated,synthetic,1.0
23.06,0.281,1,138.2,99.07,7,1,43.43,Normal,synthetic,1.0
50.41,0.492,0,134.54,39.47,1,3,-11.75,Normal,synthetic,1.0
55.34,0.373,7,51.55,301.82,14,4,-10.52,Addicted,synthetic,1.0
89.54,0.362,1,100.08,259.31,1,1,42.53,Addicted,synthetic,1.0
82.96,0.316,5,11.35,79.56,14,0,5.41,Addicted,synthetic,1.0
31.29,0.404,2,116.55,30.0,1,2,-35.0,Normal,synthetic,1.0
86.8,0.183,1,66.95,180.99,4,4,-5.56,Addicted,synthetic,1.0
10.0,0.787,7,15.3,73.02,4,2,-10.99,Frustrated,synthetic,1.0
29.86,0.34,0,107.11,215.3,1,0,33.66,Addicted,synthetic,1.0
107.08,0.235,1,73.95,107.15,1,4,81.9,Addicted,synthetic,1.0
14.84,0.192,1,47.45,194.15,7,4,40.23,Normal,synthetic,1.0
25.45,0.64,1,193.7,156.32,3,0,-14.38,Normal,synthetic,1.0
42.25,0.545,4,149.64,151.4,5,0,-27.5,Frustrated,synthetic,1.0
62.99,0.357,1,95.07,406.73,2,4,32.43,Addicted,synthetic,1.0
25.03,0.439,3,17.16,118.74,4,4,12.0,Normal,synthetic,1.0
43.53,0.774,9,110.49,30.0,8,2,-22.89,Frustrated,synthetic,1.0
21.54,0.529,2,5.0,90.96,1,2,15.81,Frustrated,synthetic,1.0
56.34,0.144,2,59.37,133.72,10,0,-8.4,Addicted,synthetic,1.0
30.88,0.656,2,131.19,149.23,4,1,74.68,Normal,synthetic,1.0
89.23,0.107,0,33.88,258.51,2,0,70.57,Addicted,synthetic,1.0
10.33,0.557,5,74.81,140.35,9,3,16.31,Normal,synthetic,1.0
44.24,0.234,2,79.29,60.0,5,4,70.25,Addicted,synthetic,1.0
32.74,0.304,3,125.68,30.0,5,2,10.11,Normal,synthetic,1.0
15.51,0.438,2,241.88,205.17,2,0,29.07,Normal,synthetic,1.0
14.24,0.645,5,5.0,170.14,6,2,-16.9,Frustrated,synthetic,1.0
86.82,0.438,3,6.46,214.24,5,4,51.39,Addicted,synthetic,1.0
10.0,0.814,13,44.69,236.0,12,2,26.96,Frustrated,synthetic,1.0
22.65,0.302,2,234.03,128.97,8,1,14.67,Normal,synthetic,1.0
31.9,0.471,2,274.05,158.96,1,3,61.85,Frustrated,synthetic,1.0
56.46,0.363,5,85.95,451.78,11,1,-20.0,Addicted,synthetic,1.0
45.95,0.383,5,248.13,106.44,12,4,4.24,Normal,synthetic,1.0
45.41,0.307,1,46.01,132.42,2,0,37.29,Addicted,synthetic,1.0
57.19,0.774,11,54.53,54.77,11,0,-33.03,Frustrated,synthetic,1.0
61.74,0.272,3,142.05,198.87,6,2,76.47,Addicted,synthetic,1.0
57.56,0.722,9,17.61,78.12,7,3,57.96,Frustrated,synthetic,1.0
42.81,0.117,1,204.91,206.74,11,3,23.33,Normal,synthetic,1.0
36.15,0.06,2,35.78,143.77,14,3,6.62,Addicted,synthetic,1.0
43.43,0.64,11,115.6,93.57,12,1,-6.39,Frustrated,synthetic,1.0
28.46,0.41,5,18.88,121.59,10,0,54.95,Frustrated,synthetic,1.0
25.34,0.567,7,5.0,256.11,10,1,-7.02,Frustrated,synthetic,1.0
33.07,0.818,5,46.86,30.0,6,4,-6.96,Frustrated,synthetic,1.0
72.83,0.274,3,33.66,306.49,7,0,30.92,Addicted,synthetic,1.0
47.35,0.374,6,141.29,350.64,11,1,6.99,Addicted,synthetic,1.0
10.0,0.551,7,113.91,117.94,12,1,2.04,Normal,synthetic,1.0
57.81,0.454,0,5.0,292.94,1,1,45.35,Addicted,synthetic,1.0
56.33,0.466,4,75.7,165.44,5,3,27.24,Addicted,synthetic,1.0
68.8,0.443,4,134.4,119.96,7,4,79.96,Normal,synthetic,1.0
15.0,0.458,5,108.79,156.63,9,0,56.58,Addicted,synthetic,1.0
41.82,0.186,2,62.3,254.71,13,2,65.39,Addicted,synthetic,1.0
15.0,0.079,1,50.63,153.71,3,3,-1.8,Addicted,synthetic,1.0
31.4,0.433,4,213.96,215.64,11,2,-16.06,Normal,synthetic,1.0
10.41,0.795,10,75.77,150.08,9,3,4.2,Frustrated,synthetic,1.0
62.21,0.745,10,152.36,115.6,12,1,-1.94,Frustrated,synthetic,1.0
42.28,0.254,3,122.07,136.63,6,1,4.11,Normal,synthetic,1.0
82.88,0.113,3,33.09,261.15,10,2,19.26,Addicted,synthetic,1.0
31.32,0.488,9,129.77,127.36,12,3,-24.36,Frustrated,synthetic,1.0
68.38,0.297,4,67.76,183.64,14,1,6.84,Addicted,synthetic,1.0
64.91,0.281,5,8.18,140.27,13,4,99.66,Addicted,synthetic,1.0
27.79,0.164,2,39.38,322.71,11,1,59.56,Addicted,synthetic,1.0
52.85,0.511,4,188.59,82.73,8,2,32.31,Normal,synthetic,1.0
31.35,0.36,3,209.03,264.46,10,2,11.57,Normal,synthetic,1.0
75.53,0.194,1,26.68,246.63,8,3,85.1,Addicted,synthetic,1.0
24.19,0.738,6,110.89,187.1,7,3,23.32,Frustrated,synthetic,1.0
15.0,0.039,2,31.21,433.12,11,4,31.77,Addicted,synthetic,1.0
27.23,0.883,15,80.23,136.57,13,3,-17.69,Frustrated,synthetic,1.0
100.71,0.278,4,71.69,148.67,13,3,19.64,Addicted,synthetic,1.0
64.21,0.7,7,53.77,302.58,10,0,53.26,Addicted,synthetic,1.0
93.67,0.28,2,78.07,246.61,3,0,23.4,Addicted,synthetic,1.0
10.0,0.714,2,48.66,179.26,1,2,57.18,Frustrated,synthetic,1.0
55.97,0.474,6,80.07,220.77,11,4,18.88,Normal,synthetic,1.0
21.11,0.643,5,196.76,232.85,5,4,-40.0,Frustrated,synthetic,1.0
24.58,0.616,1,94.35,155.29,2,0,-8.76,Normal,synthetic,1.0
65.51,0.333,4,140.15,274.58,10,4,61.63,Addicted,synthetic,1.0
29.9,0.638,6,150.04,67.04,7,3,35.3,Frustrated,synthetic,1.0
43.95,0.704,6,169.1,205.03,9,0,-35.0,Normal,synthetic,1.0
